customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST2319,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),79.57310383074898,969.1000443254997,Yes
CUST2320,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),106.42207642874321,6718.323250855795,Yes
CUST2321,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.38640090267421,525.9118357546191,Yes
CUST2322,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.68107684634349,3876.783804977264,No
CUST2323,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.69453931728958,3291.525168848811,Yes
CUST2324,Male,0,No,No,64,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.18195598843504,2711.4040610431503,Yes
CUST2325,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,103.42399733561471,1848.6315765519994,Yes
CUST2326,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),88.43028012097703,4060.6824643425525,Yes
CUST2327,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),58.284820310845845,2624.9788870670045,No
CUST2328,Female,1,Yes,Yes,28,No,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,78.68280115794232,2197.7886116540176,Yes
CUST2329,Male,0,Yes,No,60,No,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,89.29985173064583,5377.427987108838,Yes
CUST2330,Female,0,Yes,No,64,Yes,No,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,56.91727521359994,3642.404768468812,Yes
CUST2331,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,80.75890556598193,1781.2131567174595,No
CUST2332,Male,0,No,No,50,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,54.535576684835675,2735.9614353533366,Yes
CUST2333,Female,0,No,No,62,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.84554803296365,4002.99720069283,No
CUST2334,Female,0,No,No,21,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),92.65505588382632,1948.6191299498034,Yes
CUST2335,Female,0,Yes,No,70,No,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,71.8677836488544,5025.29234587257,No
CUST2336,Male,1,No,No,32,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.24692777422297,1664.915484098833,Yes
CUST2337,Female,0,No,No,43,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,67.56893223970512,2900.8630138669587,No
CUST2338,Female,1,No,No,6,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,72.29235549758658,432.5153169624011,No
CUST2339,Female,0,Yes,No,1,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),59.565438546491876,53.13479940983266,No
CUST2340,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Electronic check,90.22960053114616,1443.6454713351957,Yes
CUST2341,Female,0,No,No,64,No,No,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,70.74480708534185,4516.826981026732,Yes
CUST2342,Male,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,58.10246960563989,3321.9261704924893,Yes
CUST2343,Male,0,No,Yes,29,No,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Electronic check,65.16484864390091,1887.3071564366976,No
CUST2344,Male,0,Yes,No,25,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.25874371226054,2240.5583842612136,No
CUST2345,Male,0,No,Yes,34,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.22242859605905,2264.946217008058,Yes
CUST2346,Male,1,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.21186651436537,5176.771264389183,Yes
CUST2347,Male,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,85.6466740852547,5994.538603690577,No
CUST2348,Female,0,Yes,No,27,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,73.91124300899851,1975.9011782717478,Yes
CUST2349,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),94.31143144199598,2267.2525453343083,No
CUST2350,Female,0,No,Yes,60,No,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),83.83220717889373,5030.355582804244,No
CUST2351,Female,0,Yes,No,30,Yes,No,No,No,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),24.731427130779462,740.6246469383965,Yes
CUST2352,Male,0,Yes,No,53,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No,One year,No,Electronic check,69.36992205327975,3680.717486379104,No
CUST2353,Female,1,No,Yes,66,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),79.12052582896696,5228.838023153046,No
CUST2354,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,64.85660136923522,3243.877021149395,No
CUST2355,Female,0,Yes,No,57,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,50.74306667015571,2890.01654589886,No
CUST2356,Female,0,Yes,Yes,33,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,42.89637719672784,1423.990613520034,No
CUST2357,Male,0,Yes,No,58,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,89.8843462636079,5225.522288360471,Yes
CUST2358,Female,0,No,No,20,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.66138307533208,1709.7945180853183,Yes
CUST2359,Male,0,No,No,55,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,28.478727987602355,1573.6480282593095,No
CUST2360,Female,0,No,No,36,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,One year,Yes,Mailed check,58.447657307657394,2096.9265955700507,Yes
CUST2361,Female,0,No,Yes,63,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,81.41095869321735,5155.092723520791,Yes
CUST2362,Male,0,No,No,18,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.089427356361355,875.8389268140935,No
CUST2363,Female,0,No,No,52,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,92.28076991640228,4799.260562647566,Yes
CUST2364,Female,0,Yes,No,70,Yes,No,DSL,No,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,62.052980172665784,4362.436075771083,No
CUST2365,Female,0,No,No,62,No,No,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),88.18653708622213,5469.914880747928,No
CUST2366,Male,0,Yes,No,61,Yes,Yes,DSL,No,No,No,No,No,No internet service,One year,Yes,Electronic check,55.94558502882584,3441.937480328159,No
CUST2367,Female,0,No,Yes,71,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,61.61199529248371,4371.226044717213,No
CUST2368,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,82.77159113403019,1484.4094714415357,No
CUST2369,Female,0,Yes,No,1,No,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.23128829398037,85.26500321196919,Yes
CUST2370,Male,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.95351786786365,422.8924421828328,Yes
CUST2371,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,87.52629230888175,2464.3236028126266,No
CUST2372,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,One year,Yes,Electronic check,77.47890913807504,3092.5439835521975,No
CUST2373,Female,0,Yes,No,50,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,70.60855747615673,3537.1637547577884,Yes
CUST2374,Male,0,No,No,4,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),58.351071924549444,239.51719907643715,Yes
CUST2375,Male,0,Yes,Yes,40,No,No,No,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,28.562169336244768,1148.6545717471026,Yes
CUST2376,Female,0,Yes,No,61,No,No,DSL,No,No internet service,No,No,No internet service,No,Two year,No,Electronic check,59.57943830421282,3644.7426316726387,No
CUST2377,Male,1,Yes,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.41580348970733,2325.7808496788903,Yes
CUST2378,Female,0,Yes,No,61,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,44.19350780811814,2697.862630614136,No
CUST2379,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.12750280365287,2158.8129473443796,No
CUST2380,Female,0,No,No,49,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.10776489338969,3547.1596681080214,No
CUST2381,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.81578294451874,4941.908552109195,No
CUST2382,Male,1,Yes,No,48,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),79.95776014752215,3857.6689341739147,No
CUST2383,Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.87413272087495,4888.172558925279,No
CUST2384,Male,1,No,Yes,59,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.43801003720985,6209.495884260873,Yes
CUST2385,Female,1,No,No,53,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),90.96503848217982,4820.609476178597,Yes
CUST2386,Male,1,No,No,4,Yes,No,DSL,No,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,63.09205761786663,254.6320086760621,No
CUST2387,Female,0,No,Yes,8,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,One year,No,Credit card (automatic),76.4209417979074,610.1830242666231,Yes
CUST2388,Male,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Two year,No,Credit card (automatic),92.18890073747096,3036.804883324928,No
CUST2389,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,82.58329980791116,2888.8574169097496,Yes
CUST2390,Female,0,Yes,No,19,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,68.54423699450685,1308.8527601541591,No
CUST2391,Female,0,No,No,62,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,95.14232474268141,5907.90325732938,Yes
CUST2392,Female,0,No,Yes,66,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),88.40520362766433,5824.984749762953,Yes
CUST2393,Female,0,No,No,29,Yes,No,No,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,40.567703717654496,1161.8852216698203,No
CUST2394,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,94.00915419390455,6381.03974045355,No
CUST2395,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),94.93858049877468,6550.4783042323315,No
CUST2396,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),80.01061131306871,162.32988651119516,Yes
CUST2397,Male,0,No,Yes,48,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,No,Credit card (automatic),84.94102546008455,4079.684850445,No
CUST2398,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,75.57173269636563,3095.0861799471522,No
CUST2399,Male,1,No,Yes,23,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.03552987223799,1907.9447650359084,Yes
CUST2400,Male,0,Yes,Yes,43,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),59.070474337256755,2525.332127412901,No
CUST2401,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.68424706167501,0.0,Yes
CUST2402,Male,1,No,No,53,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,51.78671052335328,2751.8176329199446,No
CUST2403,Female,0,No,No,51,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.0458648182044,4182.285296770735,Yes
CUST2404,Female,1,No,No,35,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.07354504816605,2611.2307606721724,No
CUST2405,Female,0,No,No,37,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,80.14833921177691,2983.3855548996607,Yes
CUST2406,Female,0,No,No,43,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.66951010567797,2900.929404769564,Yes
CUST2407,Male,0,No,Yes,46,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,Yes,Two year,Yes,Electronic check,76.38710050321703,3515.9025628236323,Yes
CUST2408,Male,0,No,No,28,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),63.35378390178799,1777.793888889985,No
CUST2409,Female,0,No,Yes,50,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,73.93673529832543,3712.111400194589,No
CUST2410,Female,0,No,No,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),70.21869898996465,2807.9012060472146,Yes
CUST2411,Female,0,No,Yes,63,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,60.353424978029636,3806.030445008658,No
CUST2412,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,88.42760820990084,4151.357545884741,Yes
CUST2413,Female,1,Yes,No,21,Yes,No,DSL,No internet service,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),63.812205713764286,1335.4280538215721,No
CUST2414,Female,1,Yes,No,16,Yes,No phone service,No,No,No,No,No,Yes,Yes,Two year,No,Electronic check,36.510804846495965,582.9201896565436,No
CUST2415,Female,0,Yes,No,4,Yes,No,No,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,35.489133703170936,153.37456191833965,No
CUST2416,Male,0,No,No,60,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.28646850189756,5126.647717236209,No
CUST2417,Male,0,No,No,5,Yes,No,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,65.05475570276249,318.44704295785476,Yes
CUST2418,Male,0,Yes,No,52,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),70.42692896086706,3666.2090633907605,Yes
CUST2419,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,76.47632149129869,1225.9381451456563,Yes
CUST2420,Male,1,No,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,88.61834721938932,5138.334819843838,No
CUST2421,Male,0,Yes,Yes,38,Yes,No,DSL,No,No,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.63628965596395,2519.4081578570135,No
CUST2422,Male,0,No,Yes,53,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,70.8763189293298,3759.285952372176,No
CUST2423,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,90.09431395551813,4238.987225108701,No
CUST2424,Female,1,Yes,No,36,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,66.86092602303577,2404.582744528867,No
CUST2425,Female,0,No,Yes,47,Yes,No,No,No,No,No,Yes,No internet service,No,One year,No,Mailed check,25.21591968763339,1182.2755965854612,No
CUST2426,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),91.64568328001096,6159.493457201629,Yes
CUST2427,Male,0,Yes,Yes,26,Yes,No,DSL,No internet service,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),64.9939612514925,1686.1806363670976,No
CUST2428,Female,0,Yes,No,26,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,One year,Yes,Electronic check,65.4328248624043,1711.642059860767,No
CUST2429,Male,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.70986809693157,7289.833872753211,No
CUST2430,Male,1,Yes,No,62,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,64.95500218212445,4028.059481727793,No
CUST2431,Male,0,Yes,No,51,Yes,No,DSL,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),55.816191813246895,2844.45537465817,No
CUST2432,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),76.84630294103516,3534.6741392943914,No
CUST2433,Female,0,No,No,20,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.23969989449651,1293.6319916824596,Yes
CUST2434,Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.71480064080521,5144.042427821923,Yes
CUST2435,Female,0,No,Yes,41,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.38407710058885,2880.7149045140964,Yes
CUST2436,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,84.39003963502358,3953.799394911237,Yes
CUST2437,Male,0,No,No,26,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),71.4299082875144,1867.3084500735804,Yes
CUST2438,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),94.44457616586641,6721.893887295065,No
CUST2439,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,90.77647357323082,2905.0526309178167,Yes
CUST2440,Male,0,Yes,Yes,34,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),79.34530973809674,2700.893857450187,Yes
CUST2441,Female,1,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.15219502692533,1331.9586589635016,No
CUST2442,Female,0,No,Yes,35,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.68169889113695,2885.4704756777337,Yes
CUST2443,Male,0,No,Yes,65,No,No,No,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),37.048533246712495,2410.5755179627245,No
CUST2444,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,88.94699908067334,4905.602953313179,No
CUST2445,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,80.91181376645983,1295.5021174446078,No
CUST2446,Female,0,No,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.73445996084451,1075.044360863442,Yes
CUST2447,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),65.63874192999802,460.64476651804614,Yes
CUST2448,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),91.72431261428088,1551.4126054326628,No
CUST2449,Female,0,No,No,17,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,62.72246817500948,1082.4761802863502,No
CUST2450,Female,0,Yes,No,17,Yes,No phone service,No,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,47.72374955548908,821.1076798868212,No
CUST2451,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,73.59480418741373,79.38984351558013,Yes
CUST2452,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,110.47835200781037,7845.7077506949,Yes
CUST2453,Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.08928280359088,4452.9315728966085,Yes
CUST2454,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,38.57879998928534,340.99857169745593,Yes
CUST2455,Male,1,Yes,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.16397056624116,955.216055054793,No
CUST2456,Female,1,No,Yes,25,Yes,No,No,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),28.892354044365593,733.8584060537523,No
CUST2457,Female,0,No,No,46,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),47.854175397606,2210.463992317725,No
CUST2458,Female,0,No,No,29,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,32.97688395930946,946.760433269024,No
CUST2459,Male,0,No,No,55,Yes,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.493993615910526,2280.3366352978437,No
CUST2460,Male,0,Yes,Yes,41,Yes,Yes,No,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),40.17559882714285,1644.839689095322,No
CUST2461,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,97.68431640623503,299.4785418045321,Yes
CUST2462,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,75.56164827918653,765.8693392418314,Yes
CUST2463,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.1793067913693,2111.665245317095,Yes
CUST2464,Male,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),79.19182639597385,5219.551510395317,No
CUST2465,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,83.24213895248097,2991.75810757585,Yes
CUST2466,Female,0,No,No,1,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,36.481275707633685,34.24886587456055,Yes
CUST2467,Female,0,No,No,11,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,71.04041050384228,762.0824546732698,No
CUST2468,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),103.48955194970792,2048.03664337887,No
CUST2469,Male,0,Yes,No,68,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.28680556143233,5188.73493580783,Yes
CUST2470,Male,1,Yes,Yes,70,No,No,Fiber optic,No,Yes,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),79.52359326997951,5568.980494284845,No
CUST2471,Female,0,No,No,63,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,One year,Yes,Electronic check,53.08114857140218,3343.859795123497,No
CUST2472,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,73.10108341327981,4909.310691025322,Yes
CUST2473,Female,0,Yes,No,42,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,57.92108073470331,2416.139642146093,No
CUST2474,Female,0,Yes,No,53,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,91.18818199683349,4850.175819313819,Yes
CUST2475,Female,1,No,Yes,61,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),83.41594690505741,5087.203803891684,Yes
CUST2476,Male,0,Yes,No,72,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),74.87919929394404,5391.468340575102,No
CUST2477,Female,0,No,No,11,Yes,No,No,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),40.26684368306159,446.3733320460956,Yes
CUST2478,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,80.11725397869792,0.0,No
CUST2479,Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.13562849895825,5401.166608711514,No
CUST2480,Male,0,No,Yes,32,No,Yes,DSL,Yes,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),58.7716993960055,1895.4177002423976,No
CUST2481,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,85.07951671087685,5364.550822172511,No
